Date,exposed,n_worm_exp,Worm,Pop,Family,Name,RNAseq,FishID,Sex,worm_present,n_worms_found,avg_worm_mass,total_worm_mass,HK_count,weight,length,Freq Gran,Freq Lymph,Gran1,Gran2,Gran3,Gran4,Lobed_Gran,Lymph1,Lymph2,Lymph3,Lymph4,ISlymph,ISprecur,ISmyeloid,ISeos,Gran_bead1,Gran_ bead2,Gran_bead3,Lymph_bead1,Lymph_bead2,Lymph_bead3,A_Freq Gran,A_Freq Lymph,ROS1,ROS2,ROS3,ROS4,PMAhi,PMAlow,MFI_DHR,avg_spots_per_area,average_spot_size,avg_freq_pigmented,avg_CV,lymph,precursor,myeloid,eosinophil,BG_ROS_L,BG_ROS_G,PMA_ROS_L,PMA_ROS_G,BG_Lhi_MFI,BG_Llow_MFI,BG_Ladj_MFI,BG_Ghi_MFI,BG_Glo_MFI,BG_Gadj_MFI,P_Lhi_MFI,P_Llo_MFI,P_Ladj_MFI,P_Ghi_MFI,P_Glo_MFI,P_Gadj_MFI,NOTES
6/4/2014,F,0,Echo,GR,GR9,C2,No,GR9C2,F,F,0,NA,NA,3.2488,1.86,53.49,49.4956,47.3308,26.7516,35.3291,23.0998,14.8195,73.2484,40.9414,37.8774,8.881,12.3002,43.6528,3.699,38.7348,1.3871,7.99,1.41,0.36,5.78,0.66,0.2,27.5,69.1,6.56,20.6,0.44,62.8,25.1,73.3,,,,,,50.8,3.16,20.9,0.64,0.36,12.7,5.33,86.3,748000,29127,718873,364260,90451,273809,7360000,39499,7320501,732000,61997,670003,
6/4/2014,T,5,Echo,GR,GR9,E1,No,GR9E1,M,F,0,NA,NA,1.5228,2.18,57.34,25.4332,70.9677,34.0671,38.7841,15.1992,11.9497,65.933,42.2615,42.562,4.9962,10.1803,66.7289,3.0925,13.1698,0.4799,9.34,0.91,0.26,4.93,0.46,0.057,23,71.2,3.32,17.3,0.14,66.9,30.3,66.9,,,,,,48.4,4.21,14.9,0.98,0.15,11.3,17.4,78.5,1500000,19965,1480035,304651,57627,247024,1410000,24659,1385341,1600000,98504,1501496,
6/4/2014,T,5,Echo,GR,GR9,E2,No,GR9E2,M,F,0,NA,NA,1.45,1.59,52.07,26.3634,71.6009,31.1725,45.8532,14.2993,8.6749,68.8274,37.4517,44.9982,7.6869,9.8631,67.806,2.7645,18.6982,0.2262,10.1,1.44,0.76,5.86,0.8,0.21,24.8,69.8,5.11,21.8,0.19,60.5,29.2,67.5,,,,,,44.8,5.83,16.7,0.62,0.12,13.8,17.9,67.5,838000,30706,807294,290159,61496,228663,1150000,27184,1122816,1650000,57161,1592839,
6/4/2014,T,5,Echo,GR,GR9,E3,No,GR9E3,M,F,0,NA,NA,1.4896,1.71,54.91,20.4054,77.7297,34.702,41.3245,13.245,10.7285,65.298,28.3032,54.8679,6.6759,10.153,71.8378,2.1351,12.5405,0.4054,9.51,0.91,0.52,5.69,0.6,0.12,24.5,67.7,3.61,25.4,0.16,55.9,31.2,65.8,,,,,,36.9,5.33,13.7,0.77,0.098,8.39,23.2,59.3,883000,36270,846730,302186,59772,242414,1080000,30458,1049542,1110000,63013,1046987,
6/4/2014,T,5,Echo,GR,GR9,E4,No,GR9E4,M,F,0,NA,NA,2.7,1.81,56.64,27.3083,68.9768,39.2999,30.7876,17.502,12.4105,60.7001,47.1181,36.063,7.7165,9.1024,61.2209,4.9533,16.3154,0.5866,11.2,1.92,0.66,6.37,0.68,0.16,15.9,81.9,3.45,14.3,0.21,73.2,27,71.2,,,,,,65.9,4.36,11.6,0.23,0.18,14.5,17,79.2,1120000,20708,1099292,314712,63269,251443,1750000,25996,1724004,3290000,125176,3164824,
6/4/2014,T,5,Echo,GR,GR9,E5,No,GR9E5,M,F,0,NA,NA,1.416,2.18,55.32,41.3347,55.2768,32.0401,30.9762,21.7146,15.2691,67.9599,45.7183,35.0959,8.7974,10.3884,51.6813,4.8629,27.4961,1.1123,9.03,0.94,0.51,5.82,0.84,0.63,22.7,74.7,6.82,13.3,0.44,70.2,21.5,75.6,,,,,,61,2.59,16.9,0.5,0.24,19.8,6.28,83.1,817000,26102,790898,367231,109031,258200,5250000,24559,5225441,969000,67517,901483,
6/5/2014,F,0,Echo,RG,RG10,C1,No,RG10C1,F,F,0,NA,NA,1.472,2.02,57.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,0.89,0.3,5.13,0.39,0.11,21.5,74.2,NA,NA,NA,NA,NA,NA,,,,,,48.6,4.48,14.4,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,F,0,Echo,RG,RG10,C2,No,RG10C2,F,F,0,NA,NA,3.008,3.62,66.58,16.4251,81.9807,38.0882,36.0294,14.2647,11.6176,61.9117,29.7289,57.2775,2.3866,10.607,79.1546,1.2077,8.2609,0.2657,9.97,1.17,0.34,5.61,0.41,0.12,19.1,72.8,NA,NA,NA,NA,NA,NA,,,,,,26.5,10.3,10,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,T,5,Echo,RG,RG10,E1,No,RG10E1,F,F,0,NA,NA,2.025,2.01,61.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,0.67,0.18,5.47,0.45,0.11,45.4,52,NA,NA,NA,NA,NA,NA,,,,,,36.8,4.78,36.9,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,T,5,Echo,RG,RG10,E2,No,RG10E2,F,F,0,NA,NA,3.24,3.21,67.06,23.5537,72.8306,36.1842,35.9649,16.7763,11.0746,63.8158,47.1631,39.3617,4.5035,8.9716,68.7242,3.6932,15.6508,0.4907,8.83,1.07,0.43,4.84,0.41,0.088,19.2,76.4,NA,NA,NA,NA,NA,NA,,,,,,53.4,5.96,13.2,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,T,5,Echo,RG,RG10,E3,No,RG10E3,M,F,0,NA,NA,2.6576,2.26,53.59,42.2222,55.2713,22.4602,37.1481,24.9082,15.4835,77.5398,46.6573,32.9593,9.7242,10.6592,50.7752,5.4522,29.9225,0.8527,8.65,1.12,0.5,5.11,0.41,0.093,16.1,79.9,NA,NA,NA,NA,NA,NA,,,,,,60.5,4.2,11.5,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,T,5,Echo,RG,RG10,E4,No,RG10E4,M,F,0,NA,NA,1.232,1.61,58.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,0.69,0.26,5.3,0.61,0.14,40,55.3,NA,NA,NA,NA,NA,NA,,,,,,30,5.31,30.4,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
6/5/2014,T,5,Echo,RG,RG10,E5,No,RG10E5,F,F,0,NA,NA,2.6,3.36,67.58,22.7142,72.7794,36.8119,34.7477,16.2844,12.156,63.1881,39.3343,43.844,5.7981,11.0236,70.1745,2.9174,14.9518,0.3907,8.49,1.11,0.27,4.69,0.52,0.091,18.6,74.4,NA,NA,NA,NA,NA,NA,,,,,,41.2,3.36,9.52,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10 and RG31 mixed together
5/22/2014,F,0,Echo,RG,RG17,C1,No,RG17C1,F,F,0,NA,NA,2.419,3.43,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,1.29,0.75,4.44,0.47,0.02,42.7,54.5,14.3,20.3,0.81,47,48,49.2,,,,,,35.3,3.02,30.5,0.79,0.13,17.2,18.5,90.4,811000,42668,768332,423000,130364,292636,1160000,49788,1110212,3690000,149668,3540332,Media contaminated
5/22/2014,F,0,Echo,RG,RG17,C2,No,RG17C2,F,F,0,NA,NA,1.683,2.51,66.02,20.0774,78.2293,35.6627,34.2169,20,10.1205,64.3374,41.1255,46.9388,3.4632,8.4725,67.4891,6.3377,15.1427,0.5322,8.11,1.64,0.68,4.87,0.23,0.021,37,55.5,8.63,28.2,0.73,40.8,63.5,34.7,,,,,,22.5,6.86,22.8,1.18,1.38,23.1,42,91.6,538000,58571,479429,254796,88993,165803,1100000,54886,1045114,1300000,130895,1169105,Media contaminated
5/22/2014,T,5,Echo,RG,RG17,E1,No,RG17E1,F,T,1,6.5,6.5,6.943,3.86,71.43,29.464,68.329,38.5214,33.0739,18.8716,9.5331,61.4786,62.5839,25.5872,6.1661,5.6628,59.186,5.6463,22.1553,1.2324,9.39,1.45,0.72,4.95,0.44,0.1,35.6,60.3,7.35,32,0.25,42.8,41.4,55,,,,,,33.8,9.56,27,0.65,0.5,19.3,28,70,502000,51224,450776,280883,82384,198499,1280000,39983,1240017,2740000,91932,2648068,Media contaminated
5/22/2014,T,5,Echo,RG,RG17,E2,No,RG17E2,F,T,3,11,33,5.832,2.38,58.32,56.5264,41.5823,35.1555,38.5485,14.5146,11.7813,64.8444,60.5381,27.8668,5.5734,6.0218,35.0027,4.0224,47.5493,1.4118,6.01,0.67,0.23,3.67,0.43,0.029,59.6,36.8,8.75,49.8,0.46,24.7,56.4,36.8,,,,,,18.2,7.85,48.3,0.56,0.75,14.2,40.3,86.1,1110000,53347,1056653,250690,84760,165930,1070000,45348,1024652,838000,88632,749368,Media contaminated
5/22/2014,T,5,Echo,RG,RG17,E3,No,RG17E3,M,F,0,NA,NA,3.927,4.03,66.51,20.4418,76.5249,35.6452,42.9032,14.8387,6.6129,64.3548,47.1779,37.4838,5.8595,9.4787,69.1724,4.3521,16.4524,0.3627,6.51,0.99,0.43,4.89,0.36,0.089,30.8,63.4,3.21,30.2,0.39,49.6,47,50.5,,,,,,37.2,7.01,20.3,0.76,0.69,10.2,31.1,87.1,576000,39021,536979,251711,65359,186352,1280000,26855,1253145,2600000,94200,2505800,Media contaminated
5/22/2014,T,5,Echo,RG,RG17,E4,No,RG17E4,M,F,0,NA,NA,2.014,3.3,63.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,0,0,2.46,0.34,0,26.6,68.1,5.85,19.1,1.13,55.9,16.9,79.5,,,,,,29.5,2.9,13.1,0.84,2.43,23.2,5.49,50.9,560000,59048,500952,284326,80728,203598,782000,79427,702573,2630000,102171,2527829,Media contaminated
5/22/2014,T,5,Echo,RG,RG17,E5,No,RG17E5,M,F,0,NA,NA,1.512,2.64,59.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,1.2,0.5,4.41,0.41,0.073,23,74.2,4.87,17.3,0.7,64.8,27.1,70.9,,,,,,54,3.69,16.3,0.52,0.67,21.9,11.7,81.5,681000,36123,644877,256874,85799,171075,1130000,36417,1093583,2450000,114942,2335058,Media contaminated
3/12/2014,F,0,Echo,RG,RG18,C1,No,RG18C1,M,F,0,NA,NA,4.876,4.15,66.61,26.5705,71.4315,33.1008,45.8915,13.1783,7.8295,66.8993,52.3933,39.0715,3.7774,4.7578,67.1007,2.604,23.5911,0.5247,8.18,0.76,0.22,6.04,0.46,0.087,35.6,56,7.11,35.5,1.78,35.9,39.2,52.9,,0.000361399,381.4048,13.62998063,0.429718631,34.7,15.1,17.4,0.53,1.8,19.1,30.8,66,586000,39451,546549,245207,60599,184608,1010000,27551,982449,754000,55728,698272,
3/12/2014,F,0,Echo,RG,RG18,C2,No,RG18C2,M,F,0,NA,NA,0.572,2.36,61.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.000340278,478.6896,15.57522375,0.445299995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3/12/2014,T,5,Echo,RG,RG18,E1,No,RG18E1,M,F,0,NA,NA,4.085,4.17,69.4,23.2937,74.7534,33.7943,40.8816,17.4589,7.8652,66.2057,30.8107,51.1985,5.5481,12.4428,68.6275,2.3323,22.9309,0.3922,8.65,1.17,0.37,6.78,0.58,0.064,22.4,70.3,4.75,30.6,0.26,45.1,46.3,47.6,,0.000315517,306.059,9.598053902,0.374225722,43.4,11.9,15.9,0.35,0.4,19.2,37.2,81.4,352760,30587,322173,232678,55534,177144,1360000,18465,1341535,1990000,86531,1903469,
3/12/2014,T,5,Echo,RG,RG18,E2,No,RG18E2,M,F,0,NA,NA,4.773,4.09,65.51,39.8776,58.3265,26.4585,45.8035,19.1402,8.5977,73.5414,36.809,44.5416,8.3625,10.2869,53.9278,2.7953,33.9727,0.3469,7.38,0.82,0.36,6.3,0.51,0.094,25.1,69.7,6.95,29.6,0.33,45.3,54.8,40.3,,0.00019296,708.5454,13.68947197,0.541804595,50.2,10.1,19.4,0.3,0.46,22,43.1,83.5,346645,31233,315412,246928,67291,179637,1740000,22592,1717408,1420000,125761,1294239,
3/12/2014,T,5,Echo,RG,RG18,E3,No,RG18E3,M,F,0,NA,NA,3.45,3.98,65.31,14.3512,84.6003,34.551,39.2694,17.0472,9.1324,65.449,52.2076,39.7625,3.5631,4.4668,80.3387,1.9573,12.1179,0.2199,8.59,1.26,0.48,5.88,0.35,0.059,20.1,70.5,3.79,35,0.35,43.1,39.5,54.6,,0.000710917,148.6764,10.34408035,0.328196951,44.4,13.7,11.6,0.43,0.54,14.4,31.4,70.5,376996,31233,345763,248661,54194,194467,1150000,22514,1127486,1200000,76040,1123960,
4/3/2014,F,0,Echo,RG,RG22,C1,No,RG22C1,F,F,0,NA,NA,6.885,2.5,63.61,52.7945,45.6578,38.355,32.2476,18.4039,10.9935,61.645,43.9736,42.1846,4.7081,9.1337,40.2887,2.5155,48.9485,0.7835,6.41,0.68,0.18,6.81,0.1,0.1,39.4,54.1,8.4,28.6,5.55,46.4,40.3,55.9,,,,,,38.8,12,27,0.19,5.22,19.6,16.7,79.5,698000,29437,668563,429000,101617,327383,2390000,60599,2329401,1620000,97105,1522895,
4/3/2014,F,0,Echo,RG,RG22,C2,No,RG22C2,M,F,0,NA,NA,4.823,2.72,59.62,30.332,68.159,28.7728,39.5522,18.7396,12.9353,71.2271,48.4133,39.0775,5.6089,6.9004,58.089,4.4233,26.2463,0.7576,8.45,0.73,0.25,6.73,0.65,0.16,22.5,69.4,4.76,16.5,7.8,58.5,18.3,79.4,,,,,,42.5,12.6,16.6,0.67,8.32,24.6,9.65,71.6,831000,55923,775077,435000,110121,324879,1770000,51072,1718928,1310000,94428,1215572,
4/3/2014,T,5,Echo,RG,RG22,E1,No,RG22E1,M,F,0,NA,NA,3.9,2.61,61.57,23.67,75.2988,31.6832,37.6238,19.802,10.8911,68.3169,38.531,46.4052,4.2639,10.7999,67.8099,3.2559,19.9262,0.4341,7.87,0.75,0.54,5.99,0.48,0.055,13.1,81.1,3.4,6.47,3.93,79.3,18.3,78.4,,,,,,65,6.63,7.1,0.33,3.45,26.8,9.43,69.3,949000,36793,912207,422000,100207,321793,1310000,47133,1262867,1430000,76040,1353960,
4/3/2014,T,5,Echo,RG,RG22,E2,No,RG22E2,M,F,0,NA,NA,5.724,2.79,62.53,52.2652,46.9522,21.513,40.1891,23.1678,15.13,78.4869,48.8596,35.7018,8.3333,7.1053,33.9623,6.8003,42.1384,1.9261,6.79,0.68,0.37,5.6,0.24,0.12,48.4,46.6,6.71,32.2,3.41,46.8,46.6,50.3,,,,,,32.6,17.1,28.6,0.16,3.86,13.6,21.5,83.7,956000,32116,923884,403000,80130,322870,1250000,42449,1207551,1010000,103770,906230,
4/3/2014,T,5,Echo,RG,RG22,E3,No,RG22E3,F,T,1,0.7,0.7,5.661,2.81,64.72,30.8677,67.393,35.6865,37.7591,16.8394,9.715,64.3135,53.9602,33.6102,4.8354,7.5942,62.6934,2.7965,27.1718,0.4363,7.04,0.76,0.15,5.68,0.43,0.099,49.1,42.1,7.71,43.5,2.01,33.9,35,61.8,,,,,,22.7,16.8,31.3,0.58,2.44,12,11.1,67.3,725000,54194,670806,386340,93118,293222,1240000,56908,1183092,1080000,74723,1005277,
4/3/2014,T,5,Echo,RG,RG22,E4,No,RG22E4,M,F,0,NA,NA,2.2848,3.03,61.56,38.5636,60.43,27.6987,37.1293,21.3523,13.8197,72.3013,42.165,40.8024,7.8728,9.1597,53.5783,3.0733,32.0868,0.8597,6.39,0.57,0.11,5.43,0.41,0.044,24.6,70.1,5.84,18.2,5.38,60.5,27.6,69.4,,,,,,47.4,11.4,19.4,0.37,4.61,22.9,14.9,79.3,852000,42597,809403,391782,105969,285813,1160000,45517,1114483,917000,83269,833731,
5/28/2014,F,0,Echo,RG,RG23,C1,No,RG23C1,F,F,0,NA,NA,1.386,2.2,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,1.05,0.9,5.01,0.47,0.14,26.2,71.7,6.28,15.8,0.32,65.2,26.6,69.9,,,,,,53.9,4.01,19.7,0.37,0,17.9,8.9,86.2,n/a,25063,#VALUE!,321168,99307,221861,1380000,48197,1331803,1460000,133039,1326961,
5/28/2014,F,0,Echo,RG,RG23,C2,No,RG23C2,F,F,0,NA,NA,5.89,2.37,59.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0.96,0.4,5.78,0.43,0.1,26,70,4.94,20.3,0.38,59.4,22.4,72.6,,,,,,48.8,6.15,18.7,0.46,0.27,13.7,11.4,60.2,664000,35110,628890,459000,90819,368181,1150000,34685,1115315,1480000,54886,1425114,
5/28/2014,T,5,Echo,RG,RG23,E1,No,RG23E1,M,F,0,NA,NA,2.16,2.34,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84,1.36,0.23,5.35,0.41,0.11,29.1,67.1,5.95,21.8,0.28,57,39.8,57.4,,,,,,44.8,5.45,20.1,0.85,0.06,15.1,20.2,87.3,772000,28542,743458,314712,80401,234311,1450000,37165,1412835,1580000,90451,1489549,
5/28/2014,T,5,Echo,RG,RG23,E2,No,RG23E2,F,F,0,NA,NA,2.64,3.08,64.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.28,0.12,1.89,0.21,0,36,60.3,4.63,23.7,0.41,52.7,34.3,62.4,,,,,,36.1,5.17,25.3,0.28,0.21,9.93,11.2,79.4,613000,43543,569457,274121,93059,181062,1470000,74430,1395570,1890000,150277,1739723,
5/28/2014,T,5,Echo,RG,RG23,E3,No,RG23E3,M,T,1,4.8,4.8,5.32,1.84,56.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,1.02,0.41,5.45,0.46,0.11,25.2,71.4,5.63,21.3,0.32,58.1,38.8,58.1,,,,,,47.4,8.64,19.2,0.48,0.13,16,27.8,71,865000,41136,823864,344126,91932,252194,1830000,29846,1800154,1990000,107274,1882726,
5/28/2014,T,5,Echo,RG,RG23,E4,No,RG23E4,M,F,0,NA,NA,1.96,2.45,55.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.16,1.83,6.03,0.34,0.2,26.6,69.3,4.59,21.7,0.44,60,35.8,60.6,,,,,,47.9,4.89,18.9,0.68,0.16,13.5,16.8,88.7,553000,27184,525816,309641,68068,241573,1330000,44077,1285923,1290000,114012,1175988,
5/28/2014,T,5,Echo,RG,RG23,E5,No,RG23E5,,F,0,NA,NA,1.288,3.38,59.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,2.06,0.52,5.16,0.46,0.039,26.9,68.5,6.31,18.7,0.9,58.7,41.3,55.3,,,,,,44.4,4.66,18.7,0.82,0.4,20,23.2,86.7,618000,40638,577362,367231,86148,281083,1020000,35397,984603,2020000,85105,1934895,
5/29/2014,F,0,Echo,RG,RG26,C1,No,RG26C1,F,F,0,NA,NA,4.992,2.43,60.16,36.5492,61.1908,33.7766,35.2394,16.9548,14.0293,66.2235,50.834,35.4647,5.7188,7.9825,56.4034,2.8676,31.0814,0.2673,9.45,0.94,0.25,5.52,0.46,0.1,21.3,76.5,2.72,19.6,0.21,66.4,34.2,62,,,,,,61.1,4.27,16.4,0.3,0.19,9.32,16.5,91,1360000,22188,1337812,318570,68068,250502,1400000,18258,1381742,1380000,79105,1300895,
5/29/2014,F,0,Echo,RG,RG26,C2,No,RG26C2,M,F,0,NA,NA,2.7872,3.2,62.82,21.1645,77.4492,32.0961,39.4105,16.8122,11.6812,67.9039,32.5477,47.1062,4.5644,15.7816,71.5573,2.5647,16.2431,0.3235,9.18,1.39,0.52,5.4,0.48,0.11,20.8,74.2,NA,NA,NA,NA,0.013,20.2,,,,,,45.9,5.47,13.3,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5/29/2014,T,5,Echo,RG,RG26,E1,No,RG26E1,M,T,1,5.2,5.2,3.75,2.98,60.3,43.2327,53.3056,34.7381,37.6881,18.3022,9.2715,65.2618,48.4863,36.7188,6.8359,7.959,45.0286,5.0755,33.0297,0.3644,8.48,0.84,0.23,5.92,0.49,0.063,37.2,58.6,4.99,22.9,0.35,58.5,33.8,60.5,,,,,,38.2,5.39,30.1,0.64,0.29,11.4,16.6,82.9,1180000,21047,1158953,307136,74430,232706,1600000,19563,1580437,865000,69464,795536,
5/29/2014,T,5,Echo,RG,RG26,E2,No,RG26E2,M,T,3,8.2,24.6,4.05,2.76,60.27,52.8552,43.2219,33.7286,37.4616,17.8305,10.9794,66.2715,53.8131,33.3512,5.3706,7.4651,37.117,7.1031,39.299,0.6035,8.84,0.79,0.27,5.47,0.28,0.076,38.5,57.6,5.05,26.1,0.61,53.5,42.2,50.1,,,,,,36.6,6.94,30.7,0.49,0.47,11.3,24.3,85.7,1430000,23202,1406798,314712,75037,239675,1380000,15085,1364915,675000,72934,602066,
5/29/2014,T,5,Echo,RG,RG26,E3,No,RG26E3,F,T,2,5.1,10.2,3.444,2.48,64.57,53.1506,43.9145,44.458,32.3183,13.4795,9.7036,55.5014,46.8305,41.6216,4.57,6.9779,35.6711,5.5028,41.6703,1.7048,8.53,0.74,0.18,5.72,0.47,0.057,41.2,55.8,6.58,32.7,0.55,45.5,50,43.8,,,,,,33.8,6.49,30.8,0.56,0.47,11.6,28,81.3,2010000,41810,1968190,297317,87204,210113,1490000,29246,1460754,1210000,75649,1134351,
5/29/2014,F,0,Echo,RG,RG29,C1,No,RG29C1,M,F,0,NA,NA,1.344,2.85,61.32,19.6627,77.8795,36.2745,31.3725,21.5686,10.7843,63.7254,58.0136,31.8998,5.3837,4.703,71.8554,3.1084,13.0361,0.8916,11.6,1.68,0.8,6.45,0.59,0.13,21.9,73,5.75,11.9,13.2,57.6,40.4,57.4,,,,,,44.2,6.06,13.8,0.52,11.4,19.3,27.2,86.2,1150000,30706,1119294,1070000,102587,967413,1220000,32768,1187232,1110000,91188,1018812,
5/29/2014,F,0,Echo,RG,RG29,C2,No,RG29C2,M,F,0,NA,NA,5.508,2.53,58.38,19.0433,79.6766,35.8491,32.783,21.1085,10.2594,64.1509,71.4205,22.6325,2.6212,3.3258,74.9158,2.0885,14.9787,0.247,9.65,0.82,0.16,6.53,0.52,0.15,29.6,64.1,6.09,13.8,21.4,48.4,23.3,74.1,,,,,,35.9,7.05,19.2,0.53,16.8,33.8,11.9,64.9,1070000,23296,1046704,1010000,107274,902726,1150000,33988,1116012,938000,43367,894633,
5/29/2014,T,5,Echo,RG,RG29,E1,No,RG29E1,F,F,0,NA,NA,2.772,3.49,69.38,56.2203,41.1681,36.6976,31.3345,20.3547,11.6132,63.3024,61.88,25.2595,7.3241,5.5363,33.6657,3.8936,46.4387,1.5195,7.76,0.87,0.6,7.2,0.93,0.28,45.2,51.7,6.53,24.4,0.9,53.9,42.5,55.1,,,,,,33.9,6.09,36.5,0.55,0.8,10.7,20.5,87.1,1010000,29009,980991,391887,96916,294971,1620000,27406,1592594,2110000,98504,2011496,
5/29/2014,T,5,Echo,RG,RG29,E2,No,RG29E2,F,F,0,NA,NA,2.257,2.32,60.04,61.0149,36.0995,34.3118,40.6067,16.1774,8.9041,65.6882,62.7343,25.4686,5.2922,6.505,29.0746,5.2935,52.9552,0.8756,6.68,0.82,0.15,6.03,0.35,0.13,47.1,47.3,8.52,22.1,0.75,55.3,45.2,51.5,,,,,,26.4,6.46,36.2,0.86,0.61,19.8,22,82.8,931000,28426,902574,344126,84416,259710,1750000,33850,1716150,1480000,70602,1409398,
5/29/2014,T,5,Echo,RG,RG29,E3,No,RG29E3,F,F,0,NA,NA,1.872,1.93,56.8,33.3592,65.1645,38.7422,33.5404,17.9348,9.7826,61.2578,68.124,21.8203,5.5644,4.4913,60.1917,3.0044,27.0137,0.8806,7.35,1.03,0.13,6.01,0.7,0.23,18,71.3,2.82,15.8,1.36,64.7,26.7,70.6,,,,,,40.6,3.47,8.87,1.49,1.44,6.9,15.7,49.1,973000,21479,951521,345527,60505,285022,1400000,28082,1371918,1390000,115410,1274590,
5/29/2014,T,5,Echo,RG,RG29,E4,No,RG29E4,F,F,0,NA,NA,2.214,2.03,58.33,36.8782,61.4555,42.1927,28.4385,16.7442,12.6246,57.8073,57.496,28.3493,6.7384,7.4163,55.8687,2.5974,29.0125,0.6861,7.31,0.58,0.097,6.4,0.54,0.079,14.9,82.7,3.33,13.5,0.59,75.3,22.7,75.6,,,,,,64.7,2.33,10.6,0.37,0.42,15.7,11.6,81.1,876000,23108,852892,329091,73230,255861,1410000,29604,1380396,1520000,77201,1442799,
5/29/2014,T,5,Echo,RG,RG29,E5,No,RG29E5,F,F,0,NA,NA,2.024,3.12,65.65,47.2736,50.1521,36.8812,37.2772,16.6832,9.1584,63.1188,55.483,34.7177,5.3663,4.433,46.2439,3.721,36.3913,0.7489,8.64,1.07,0.61,7.2,0.82,0.2,34.2,60.9,5.28,23.1,1.53,55.7,31.7,64.8,,,,,,36.8,4.91,24.7,0.7,1.66,11.3,18.3,64.2,989000,36417,952583,391887,90084,301803,2860000,39660,2820340,3230000,67792,3162208,
5/29/2014,T,5,Echo,RG,RG29,E6,No,RG29E6,F,F,0,NA,NA,2.067,3.02,64.95,26.8279,70.3996,37.2847,36.4742,17.2239,9.0172,62.7153,50,36.6409,6.7568,6.6023,67.6271,3.2618,19.9239,0.4621,7.96,1.07,0.18,6.77,0.68,0.093,26.5,69.4,3.48,11.8,2.28,73.9,15.5,82.3,,,,,,52.1,3.22,17.4,0.76,1.15,19.2,6.83,62.4,965000,23968,941032,540000,93059,446941,2880000,30582,2849418,2610000,61746,2548254,
1/9/2014,F,0,Gos,RG,RG30,C1,No,RG30C1,M,F,0,NA,NA,3.7,2.837,58.5,68.4676,29.3238,36.8734,41.1911,15.5335,6.402,63.1266,57.1263,33.7196,4.1715,4.9826,25.7539,3.7093,56.3028,1.8697,NA,NA,NA,NA,NA,NA,29.1,63.4,4.48,35.5,0.085,48.3,20.4,72.3,,,,,,28.4,13.9,21.9,1.16,0.24,8.18,8.73,63.5,441000,44264,396736,290020,59136,230884,708000,49666,658334,678000,39451,638549,
